1,2005,N4,"聴解スクリプト： \
男の子とお母さんが話しています。お母さんは何を渡しましたか。 \
男の子： お母さん、行って来ます。 \
お母さん： ああ、ちょっと待って。これを被って 行きなさい。 \
男の子： ええ、どうして。 お母さん： まだ風邪引いているでしょう。 \
男の子： はい。 ",D,A,B,C,D,"Un garçon et sa mère parlent. Qu’est-ce que la mère a donné ? \
Le garçon : Maman, je vais y aller. \
La mère : Ah, attends un peu. Mets ça avant de partir. \
Le garçon : Euh, pourquoi ? \
La mère : Tu es encore enrhumé, non ? \
Le garçon : Oui.",2005_N4_2.jpg
2,2005,N4,"聴解スクリプト：\
先生が生徒に話しています。生徒は明日何を持っていきますか。\
 先生： 皆さん、明日は旅行ですね。飲み物を忘れないでください。それから雨が降 るかもしれませんから傘も持ってきてください。\
お菓子は持ってこないでください。いいですか。 ",C,A,B,C,D,"Professeur : Tout le monde, demain c’est le voyage. N’oubliez pas vos boissons. Ensuite, comme il pourrait pleuvoir, apportez aussi un parapluie. \
Ne prenez pas de friandises. D'accord ?",2005_N4_3.jpg
3,2005,N4,"聴解スクリプト： 女の子がお店の人と話しています。女の子はどの財布を買いましたか。 \
女の子： すみません。三千円ぐらいの財布はありませんか。 \
店の人： 三千 円ですか。この四つですね。色は黒と白だけですが、この丸いのが可愛いですよ。 \
女の子： う～ん、丸いのはあまり好きじゃないから、これかこれです ね。じゃ、この黒いのをください。\
 店の人： ありがとうございます。  ",C,A,B,C,D,"Une fille parle avec un vendeur. Quel portefeuille a-t-elle acheté ? \
Fille : Excusez-moi, n’avez-vous pas un portefeuille autour de 3000 yens ? \
Vendeur : 3000 yens ? Il y a ces quatre-là. Les couleurs sont seulement noir et blanc, mais celui qui est rond est mignon. \
Fille : Hmm, je n’aime pas trop les ronds, donc ce sera celui-ci ou celui-là. Bon, je vais prendre le noir. \
Vendeur : Merci beaucoup",2005_N4_4.jpg
4,2005,N4,"聴解スクリプト： \
男の人が外国語で女の人と電話で話しています。\
女の人の国は今何時ですか。 \
男性： 今、そっちは何時？ 女性： 8 時50 分。 \
男性： へえ、日本も今 8時50 分だよ。 \
女性： ええ？同じ？ \
男性： でも、こっちは夜だよ。夜の8 時50分。 \
女性： 何だ。  ",A,A,B,C,D,"Un homme parle au téléphone en langue étrangère avec une femme. Quelle heure est-il dans le pays de la femme ? \
Homme : Quelle heure est-il là-bas ? \
Femme : 8 h 50. Homme : Ah, il est aussi 8 h 50 au Japon. \
Femme : Hein ? La même heure ? \
Homme : Oui, mais ici, c’est le soir. Il est 8 h 50 du soir. \
Femme : Ah, d’accord.",2005_N4_5.jpg
5,2005,N4,"聴解スクリプト： \
女の人と男の人が話しています。\
男の人は毎日会社までどうやって行きますか。 \
女性： 毎日会社までどうやって行きますか。 \
男性： 駅まで自転車で 行って、ええ、それから電車で南駅まで行きます。 \
女性： 南駅から会社までは歩いていきますか。 \
男性： いいえ、少し遠いですから、バスで行きます。 ",B,A,B,C,D,"Une femme et un homme parlent. Comment l’homme se rend-il chaque jour à son entreprise ?\
Femme : Comment allez-vous à votre entreprise chaque jour ? \
Homme : Je vais jusqu’à la gare à vélo, puis je prends le train jusqu’à la gare Sud. \
Femme : Depuis la gare Sud, vous allez à pied jusqu’à votre entreprise ? \
Homme : Non, c’est un peu loin, alors j’y vais en bus.",2005_N4_6.jpg
6,2005,N4,"聴解スクリプト： \
女の子がお爺さんと話しています。女の子はいつ電話しますか。 \
女の子： じゃ、おじいちゃん、私明後日東京に着いたらすぐ電話する。 \
おじいさん： じゃ、七日だな。 \
女の子： 違うよ、おじいちゃん。今日は四日よ。だから明後日は六日。 \
おじいさん： お～、そうか。じゃあ、明後日。 \
女の子： うん。 ",A,A,B,C,D,"Une fille parle avec son grand-père. Quand appellera-t-elle ? \
Fille : Alors, grand-père, je t’appellerai dès que j’arriverai à Tokyo après-demain. \
Grand-père : Ah, donc le sept ? \
Fille : Non, papi ! Aujourd’hui on est le quatre. Donc après-demain, c’est le six. \
Grand-père : Oh, c’est vrai. D’accord, après-demain alors. \
Fille : Oui.",2005_N4_7.jpg
7,2005,N4,"聴解スクリプト： \
女の人と男の人が話しています。女の人はどのコートがほしいですか。 \
女性： あのコートいいよね。 \
男性： どれ？ 女性： あの、長くて白いの。 \
男 性： ポケットがあるコート？ \
女性： 違う。大きいボタンのあるコート。  ",A,A,B,C,D,"Une femme et un homme parlent. Lequel des manteaux la femme veut-elle ? \
Femme : Ce manteau-là est joli, non ?\
 Homme : Lequel ? \
Femme : Celui qui est long et blanc. \
Homme : Le manteau avec des poches ? \
Femme : Non, celui avec de gros boutons.",2005_N4_8.jpg
8,2005,N4,"聴解スクリプト： \
男の人が自転車の鍵を捜しています。鍵はどこにありましたか。 \
男性： あれ、鍵がない。 \
女性： 自転車の鍵？ 男性： 見た？ \
女性： さっき、テーブル の上にあったけど。 \
男性： ないよ。 \
女性： あ、椅子の上に置いたんだ。ほら、本棚の横の椅子。 \
男性： ああ、あった。  ",B,A,B,C,D,"Un homme cherche la clé de son vélo. Où était-elle ? \
Homme : Tiens, ma clé a disparu. \
Femme : La clé du vélo ? Homme : Tu l’as vue ? \
Femme : Tout à l’heure, elle était sur la table. \
Homme : Non, elle n’y est pas. \
Femme : Ah, je l’ai posée sur la chaise. Regarde, la chaise à côté de la bibliothèque. \
Homme : Ah, la voilà.  ",2005_N4_9.jpg
9,2005,N4,"聴解スクリプト： \
男の人と女の人が話しています。昨日、二人で一緒に何をしましたか。 \
男性： 昨日のテニス、楽しかったですね。 \
女性： ええ、でも、ちょっと疲れまし た。 \
男性： 僕はあの後、サッカーをして、夜は皆でお酒を飲みに行きました。 \
女性： 元気ですね。私はテニスの後、買い物をして帰りました。 \
1 テニス をしました。 \
2 お酒を飲みました。 \
3 サッカーをしました。 \
4 買い物をしました。 ",A,A,B,C,D,"Un homme et une femme parlent. Qu’ont-ils fait ensemble hier ? \
Homme : Le tennis d’hier, c’était amusant, non ? \
Femme : Oui, mais j’étais un peu fatiguée. Homme : Après ça, j’ai joué au football et le soir, je suis sorti boire avec tout le monde. \
Femme : Quelle énergie ! Moi, après le tennis, j’ai fait les courses et je suis rentrée chez moi.  \
Question : Qu’ont-ils fait ensemble hier ? \
Ils ont joué au tennis.\
J’ai joué au tennis. \
J’ai bu de l’alcool.\
J’ai joué au football. \
J’ai fait des courses.",SansImage.jpg
10,2005,N4,"聴解スクリプト：男の人と女の人が話しています。男の人は何を買ってきましたか。 \
 男性： ただいま。買ってきたよ。  \
女性： はい、ありがとう。あれ、これ牛肉じゃな い？  \
男性： うん、牛肉だよ。ええ、豚肉だった？ \
女性： 私、鶏肉も頼んだんだけど。  \
男性： ええ、そうだった？ 女性： そうよ。 \
1 牛肉です  \
2 豚肉です  \
3 鶏肉です  \
3 牛乳です ",B,A,B,C,D,"Un homme et une femme parlent. Qu’est-ce que l’homme a acheté ? \
Homme : Je suis rentré. J’ai acheté ce que tu voulais. \
Femme : Merci. Tiens… ce n’est pas du bœuf, ça ? \
Homme : Si, c’est du bœuf. Ah… tu voulais du porc ? \
Femme : J’avais aussi demandé du poulet. \
Homme : Ah, vraiment ? \
Femme : Oui.  \
Réponses possibles :  \
C’est du bœuf.  \
C’est du porc.  \
C’est du poulet.  \
C’est du lait.  \
Bonne réponse : 1. 牛肉です﻿ (C’est du bœuf.)",SansImage.jpg
