1991;N2;"聴解スクリプト： 1番 デパートで男の人が新しいカップの宣伝をしています。今説明をしているカップはどれですか。 
男：えー、新しいカップをご紹介いたします。
このカップ は取っ手が左右二つで、このようにそこが広いので、倒れにくくなっております。
軽い材質なんですが、そこが広くなっているため、机が揺れたりしても、 倒れることはありません。 

今説明をしているカップはどれですか。 ";;A;B;C;D;"
聴解スクリプト：
Script d'écoute :
1番 デパートで男の人が新しいカップの宣伝をしています。今説明をしているカップはどれですか。
Numéro 1 Dans un grand magasin, un homme fait la promotion d'une nouvelle tasse. Quelle est la tasse qu'il est en train de décrire ?
男： えー、新しいカップをご紹介いたします。
Homme : Euh, nous allons vous présenter une nouvelle tasse.
このカップ は取っ手が左右二つで、このようにそこが広いので、倒れにくくなっております。
Cette tasse a deux poignées, une à gauche et une à droite, et comme sa base est large, elle est difficile à renverser.
軽い材質なんですが、そこが広くなっているため、机が揺れたりしても、倒れることはありません。
Bien qu'elle soit faite d'un matériau léger, comme sa base est large, elle ne se renversera pas, même si la table est secouée.
今説明をしているカップはどれですか。
Quelle est la tasse qu'il est en train de décrire ?

Explication de la Description
Pour répondre à la question de l'exercice d'écoute (""Quelle est la tasse qu'il est en train de décrire ?""), vous devez identifier les trois caractéristiques clés mentionnées par l'homme :
取っ手が左右二つ (Totte ga sayū futatsu) : Elle a deux poignées, une à gauche et une à droite.
そこが広い (Soko ga hiroi) : Sa base (son fond) est large.
倒れにくい (Taore-nikui) : Elle est difficile à renverser (car sa base est large).
La tasse décrite est donc un modèle spécial qui se distingue par son design à double poignée et sa base large et stable.

";1991_N3_1.jpg;"
"
1991;N2;"聴解スクリプト： 2番 食堂で二人の学生が話しています。今日の定食はどれですか。 
男：おい、見ろよ。田中すっごい食欲。ご飯に味噌汁、えびフライ、
果物、それにあん なに大きいケーキまで食べるつもりだよ。 
女：ほんと。今日の定食はあんなにいろいろついてるの。 
男：いや。ケーキは別だよ。 
女：あ、そう。 

今日の定 食はどれですか。 ";;A;B;C;D;"
聴解スクリプト：
Script d'écoute :
2番 食堂で二人の学生が話しています。今日の定食はどれですか。
Numéro 2 Deux étudiants discutent à la cantine. Quel est le menu du jour (Teishoku) ?
男： おい、見ろよ。田中すっごい食欲。ご飯に味噌汁、えびフライ、果物、それにあんなに大きいケーキまで食べるつもりだよ。
Homme : Hé, regarde. Tanaka a un appétit d'enfer. Du riz, de la soupe miso, des crevettes frites (ebi-fry), des fruits, et en plus, il va manger un gâteau aussi gros que ça !
女： ほんと。今日の定食はあんなにいろいろついてるの。
Femme : Sérieux ? Le menu du jour (Teishoku) comprend tout ça ?
男： いや。ケーキは別だよ。
Homme : Non. Le gâteau, c'est en supplément (séparé du menu).
女： あ、そう。
Femme : Ah, je vois.
今日の定食はどれですか。
Quel est le menu du jour ?

2. Explication de la Réponse (Le Menu du Jour)
La question de l'exercice d'écoute est : Quel est le menu du jour (Teishoku) ?
Pour déterminer ce qui est inclus dans le Teishoku, nous devons nous concentrer sur la conversation, en particulier l'échange final :
L'Homme énumère ce que mange Tanaka : Riz (Gohan), Soupe Miso (Misoshiru), Crevettes Frites (Ebi-fry), Fruits (Kudamono), et un Gâteau (Kēki).
La Femme demande si tout cela est inclus dans le Teishoku.
L'Homme corrige : ケーキは別だよ (Kēki wa betsu da yo) — ""Le gâteau est en supplément / séparé.""
Par conséquent, le Menu du Jour (Teishoku) se compose de tous les éléments sauf le gâteau :
Riz (ご飯 - Gohan)
Soupe Miso (味噌汁 - Misoshiru)
Crevettes Frites (えびフライ - Ebi-fry)
Fruits (果物 - Kudamono)
Avez-vous d'autres questions de compréhension orale que vous aimeriez que j'examine ?
";1991_N3_2.jpg;
1991;N2;"聴解スクリプト： 3番 女の人が預けたコートを取りに行きました。女の人のコートはどれですか。 
女：コートをお願いします。 男：どんなコートでしょうか。 
女：毛皮がついて る、黒いのです。 
男：これですか。 
女：いいえ。全部毛皮じゃなくて、襟のところと袖についてるのです。
男：これですね。 女：どうもありがとう。 

女の人の コートはどれですか。  ";;A;B;C;D;"
聴解スクリプト：
Script d'écoute :
3番 女の人が預けたコートを取りに行きました。女の人のコートはどれですか。
Numéro 3 Une femme est allée récupérer le manteau qu'elle avait déposé. Quel est le manteau de la femme ?
女： コートをお願いします。
Femme : Le manteau, s'il vous plaît.
男： どんなコートでしょうか。
Homme : Quel type de manteau est-ce ?
女： 毛皮がつい て る、黒いのです。
Femme : C'est un manteau noir, avec de la fourrure.
男： これですか。
Homme : Est-ce celui-ci ? (L'homme en montre un, probablement entièrement en fourrure)
女： いいえ。全部毛皮じゃなくて、襟のところと袖についてるのです。
Femme : Non. Il n'est pas entièrement en fourrure, il en a seulement au niveau du col et des manches.
男： これですね。
Homme : Ah, c'est celui-là.
女： どうもありがとう。
Femme : Merci beaucoup.
女の人の コートはどれですか。
Quel est le manteau de la femme ?

2. Explication de la Réponse (Le Manteau de la Femme)
La question de l'exercice d'écoute est : Quel est le manteau de la femme ?
Pour identifier le bon manteau, vous devez vous concentrer sur la description donnée par la femme, en particulier lorsqu'elle corrige l'homme :
Couleur : 黒い (Kuroi) — Noir.
Matière principale : Il n'est PAS entièrement en fourrure (全部毛皮じゃない).
Détails de fourrure : Il y a de la fourrure seulement à deux endroits :
襟のところ (Eri no tokoro) : Au niveau du col.
袖についてる (Sode ni tsuiteru) : Aux manches.
Le manteau est donc un manteau noir qui a des bordures de fourrure au col et aux manches.
Avez-vous besoin d'aide pour une autre question de compréhension orale ou une autre traduction ?
";1991_N3_3.jpg;
1991;N2;"聴解スクリプト： 4番 女の人が航空券を予約しようとしています。女の人は何時の飛行機を予約しましたか。 
女：あの、すみません。次の日曜日の金沢行きの予約をした いんですが、
朝9時40分出発の16便か、11時ちょうどの18便がいいんですけど。 
男：はい…すみません、両方とも満席です。
この日は込んでますね。午 後1時の便も満席ですねえ。 
女：そうですか。朝一番の便は？ 
男：午前7時50分ですが…あっこれは空いてます。 
女：うん。じゃ、仕方がないから、お願 いします。 

女の人は何時の飛行機を予約しましたか。 ";;A;B;C;D;"
Titre
聴解スクリプト： 4番 女の人が航空券を予約しようとしています。女の人は何時の飛行機を予約しましたか。
Script d'écoute : Numéro 4 Une femme essaie de réserver un billet d'avion. À quelle heure la femme a-t-elle réservé son vol ?
Femme
あの、すみません。次の日曜日の金沢行きの予約をした いんですが、朝9時40分出発の16便か、11時ちょうどの18便がいいんですけど。
Excusez-moi. Je voudrais faire une réservation pour Kanazawa, pour dimanche prochain. J'aimerais le vol 16 qui part à 9h40 du matin ou le vol 18 qui part à 11h00 pile.
Homme
はい…すみません、両方とも満席です。この日は込んでますね。午後1時の便も満席ですねえ。
Oui... Je suis désolé, les deux sont complets. Cette journée est chargée. Le vol de 13h00 (1h de l'après-midi) est également complet.
Femme
そうですか。朝一番の便は？
Vraiment ? Et le tout premier vol du matin ?
Homme
午前7時50分ですが…あっこれは空いてます。
C'est celui de 7h50 du matin... Ah, celui-là est libre (disponible).
Femme
うん。じゃ、仕方がないから、お願いします。
Hmm. Eh bien, comme il n'y a pas d'autre choix (shikata ga nai), je le prends.
Question
女の人は何時の飛行機を予約しましたか。
À quelle heure la femme a-t-elle réservé son vol ?

2. L'Explication et la Réponse Finale
La conversation révèle que la femme n'a pas pu obtenir ses vols préférés (9h40, 11h00) ni l'option de début d'après-midi (13h00), car tous étaient complets (満席).
Elle se rabat alors sur la seule option disponible : le tout premier vol du matin.
L'heure de l'avion réservé : Le vol de 7h50 du matin (午前7時50分).
La phrase clé qui confirme la réservation est : じゃ、仕方がないから、お願いします。 (Eh bien, puisqu'il n'y a pas d'autre choix, je le prends.)

Souhaitez-vous passer au script d'écoute numéro 5 ?
";1991_N3_4.jpg;
1991;N2;"聴解スクリプト： 5番 男の人が会社から帰ってきました。男の人はどの順番でしますか。 
男：ただいま。ああ、暑い暑い。 
女：あ、お帰りなさい。今日は暑かったでしょう。 
男：うん。今日は外回りの仕事だったから、大変だったよ。 
女：どうする。晩御飯の支度できてるけど。まずビール、シャワー…あっ、そうそう。
田中さんか らちょっと前に電話があって、帰ってきたら電話をくださいって。 
男：えー？珍しいな。何だろう。じゃ、シャワーを浴びたら、電話してみよう。
それからビー ルだ。食事はその後でいいよ。 
女：はい。 

男の人はどの順番でしますか。";;A;B;C;D;"
Titre
聴解スクリプト： 5番 男の人が会社から帰ってきました。男の人はどの順番でしますか。
Script d'écoute : Numéro 5 Un homme est rentré de son travail. Dans quel ordre va-t-il faire les choses ?
Homme
ただいま。ああ、暑い暑い。
Je suis rentré. Ah, qu'il fait chaud, qu'il fait chaud.
Femme
あ、お帰りなさい。今日は暑かったでしょう。
Ah, bienvenue. Il a dû faire chaud aujourd'hui.
Homme
うん。今日は外回りの仕事だったから、大変だったよ。
Oui. C'était du travail à l'extérieur aujourd'hui, c'était dur.
Femme
どうする。晩御飯の支度できてるけど。まずビール、シャワー…あっ、そうそう。田中さんからちょっと前に電話があって、帰ってきたら電話をくださいって。
Qu'est-ce que tu vas faire ? Le dîner est prêt. D'abord une bière, une douche... Ah, au fait ! Tanaka-san a appelé il y a un instant et a dit de le rappeler dès que tu rentrerais.
Homme
えー？珍しいな。何だろう。じゃ、シャワーを浴びたら、電話してみよう。それからビールだ。食事はその後でいいよ。
Ah ? C'est bizarre. Qu'est-ce que c'est ? Eh bien, après avoir pris ma douche, je vais l'appeler. Ensuite, ce sera la bière. Le repas peut attendre après ça.
Question
男の人はどの順番でしますか。
Dans quel ordre l'homme va-t-il faire les choses ?

2. L'Explication et l'Ordre des Actions
La question demande l'ordre dans lequel l'homme va effectuer ses actions (Douche, Appel téléphonique, Bière, Repas).
Voici la séquence qu'il annonce :
シャワーを浴びたら、電話してみよう。 (Shawā o abitara, denwa shite miyō.)
Action 1 : Prendre une douche (シャワー - Shawā)
Action 2 : Appeler Tanaka (電話 - Denwa)
それからビールだ。 (Sore kara bīru da.)
Action 3 : Boire une bière (ビール - Bīru)
食事はその後でいいよ。 (Shokuji wa sono ato de ii yo.)
Action 4 : Manger (Le repas / Dîner - 食事 - Shokuji)
L'ordre final des actions est donc :
Douche (シャワー)
Appel téléphonique (電話)
Bière (ビール)
Repas (食事)

Avez-vous un autre script de compréhension orale ou une autre question que je peux vous aider à résoudre ?
";1991_N3_5.jpg;
1991;N2;"聴解スクリプト： 6番 女の人が男の人に絵の掛け方を指示しています。壁の絵はどうなりましたか。 
女：それもっと上に移して。 
男：このヨットの絵ですか。 
女：ううん。そ れじゃなくて。その隣の子犬の絵。 
男：これですか。 
女：そうそう。それをもっと上に移すれば、その下にバラの絵がちょうど掛けられるわ。 
男：それよりこ の子犬のを外したらどうでしょう。 
女：ううん。それを残したいの。気に入ってるんだから。 
男：じゃ、こうですか。 
女：そうそう。 

壁の絵はどうなりましたか。 ";;A;B;C;D;"Titre
聴解スクリプト： 6番 女の人が男の人に絵の掛け方を指示しています。壁の絵はどうなりましたか。
Script d'écoute : Numéro 6 Une femme donne des instructions à un homme sur la manière d'accrocher des tableaux. Qu'est-il arrivé aux tableaux sur le mur ?
Femme
それもっと上に移して。
Déplace ça plus haut.
Homme
このヨットの絵ですか。
Ce tableau du yacht ?
Femme
ううん。それじゃなくて。その隣の子犬の絵。
Non, pas ça. Le tableau du chiot, à côté.
Homme
これですか。
Celui-ci ?
Femme
そうそう。それをもっと上に移せば、その下にバラの絵がちょうど掛けられるわ。
C'est ça, c'est ça. Si tu le déplaces plus haut, on pourra accrocher le tableau de roses juste en dessous.
Homme
それよりこの子犬のを外したらどうでしょう。
Et si on enlevait ce tableau du chiot plutôt ?
Femme
ううん。それを残したいの。気に入ってるんだから。
Non. Je veux le garder là. Je l'aime bien.
Homme
じゃ、こうですか。
Alors, comme ça ?
Femme
そうそう。
C'est ça, c'est ça.
Question
壁の絵はどうなりましたか。
Qu'est-il arrivé aux tableaux sur le mur ?

2. L'Explication et la Disposition Finale
La question est : Qu'est-il arrivé aux tableaux sur le mur ?
Les instructions de la femme décrivent un changement de disposition :
Tableau du chiot (子犬の絵 - Koinu no e) : Il a été demandé de le déplacer plus haut sur le mur (もっと上に移して). L'homme propose de l'enlever, mais la femme insiste pour le garder (それを残したいの).
Tableau de roses (バラの絵 - Bara no e) : Le but de déplacer le tableau du chiot est de créer de la place pour que le tableau de roses puisse être accroché juste en dessous (その下にちょうど掛けられる).
La disposition finale est donc :
Le tableau du chiot (子犬の絵) a été déplacé vers le haut.
Le tableau de roses (バラの絵) a été accroché juste en dessous du tableau du chiot.

Souhaitez-vous passer au script d'écoute numéro 7 ?
";1991_N3_6.jpg;
1991;N2;"聴解スクリプト： 7番 お母さんと男の子がデパートに買い物に行きました。二人はどの順番で売り場を回りますか。 
子：お母さん、スポーツ用品のところへ行こうよ。 
母： 何に言ってんのよ。今日は時間がないから、だめ。また今度。
ええと、お父さんのワイシャツを買って、それから私の眼鏡を直してもらって。
後は地下でパ ンとケーキを買わなきゃ。
ええと、じゃ、まずお父さんのシャツね。 
子：でもちょっと待ってお母さん。眼鏡は八階で、シャツは五階だから、上の方から行こ うよ。 
母：それもそうね。 

二人はどの順番で売り場を回りますか。 ";;A;B;C;D;"Titre
聴解スクリプト： 7番 お母さんと男の子がデパートに買い物に行きました。二人はどの順番で売り場を回りますか。
Script d'écoute : Numéro 7 Une mère et son fils sont allés faire des courses dans un grand magasin. Dans quel ordre vont-ils visiter les rayons ?
Fils
お母さん、スポーツ用品のところへ行こうよ。
Maman, allons au rayon des articles de sport !
Mère
何に言ってんのよ。今日は時間がないから、だめ。また今度。ええと、お父さんのワイシャツを買って、それから私の眼鏡を直してもらって。後は地下でパンとケーキを買わなきゃ。ええと、じゃ、まずお父さんのシャツね。
Qu'est-ce que tu racontes ? On n'a pas le temps aujourd'hui, ce sera pour une autre fois. Alors, on doit acheter la chemise de Papa, puis faire réparer mes lunettes. Après ça, il faut acheter du pain et un gâteau au sous-sol. Bon, alors, on commence par la chemise de Papa.
Fils
でもちょっと待ってお母さん。眼鏡は八階で、シャツは五階だから、上の方から行こうよ。
Mais attends, Maman. Les lunettes sont au 8ème étage, et la chemise est au 5ème étage, alors allons-y en commençant par le haut (les étages supérieurs).
Mère
それもそうね。
C'est une bonne idée.
Question
二人はどの順番で売り場を回りますか。
Dans quel ordre vont-ils visiter les rayons ?

2. L'Explication et l'Ordre des Visites
La question est : Dans quel ordre vont-ils visiter les rayons ?
Voici les tâches et leurs emplacements initiaux :
Tâche
Article/Action
Étage (d'après le fils)
1
Réparer les lunettes (眼鏡)
8ème étage (八階)
2
Acheter la chemise (ワイシャツ)
5ème étage (五階)
3
Acheter pain/gâteau (パンとケーキ)
Sous-sol (地下 - chika)
La mère prévoyait de commencer par la chemise (5e étage), mais le fils lui fait remarquer qu'il est plus logique de commencer par l'étage le plus élevé pour descendre (上の方から行こうよ - allons-y en commençant par le haut). La mère est d'accord (それもそうね - c'est une bonne idée).
L'ordre des visites sera donc du plus haut au plus bas :
Réparation des lunettes (眼鏡) : 8ème étage
Achat de la chemise (ワイシャツ) : 5ème étage
Achat du pain et du gâteau (パンとケーキ) : Sous-sol (地下)

Avez-vous d'autres scripts de compréhension orale à traduire et à analyser ?
";1991_N3_7.jpg;
1991;N2;"聴解スクリプト： 8番 男の人と女の人がグラフを見ながら話しています。調査に行くのはいつごろがいいですか。 
男：調査の日程だけど、何月にしようか。 
女：ちょっとこ れ見て、このグラフ。上の線が気温で、下が降水量 
男：雨が降ると調査はできないから、雨が少ない時がいいね。 
女：でも寒い時は大変よね。 
男：かと いって暑いのもつらいだろう。 
女：そうね。じゃ、雨があまり多くなくて、暑くも寒くもないというような… 

調査に行くのはいつごろいいですか。  ";;A;B;C;D;"
Titre
聴解スクリプト： 8番 男の人と女の人がグラフを見ながら話しています。調査に行くのはいつごろがいいですか。
Script d'écoute : Numéro 8 Un homme et une femme discutent en regardant un graphique. Quand serait-il le meilleur moment pour aller faire l'enquête/le relevé ?
Homme
調査の日程だけど、何月にしようか。
Concernant le calendrier de l'enquête, quel mois devrions-nous choisir ?
Femme
ちょっとこれ見て、このグラフ。上の線が気温で、下が降水量
Regarde ça, ce graphique. La ligne du haut représente la température, et celle du bas, la quantité de précipitations.
Homme
雨が降ると調査はできないから、雨が少ない時がいいね。
S'il pleut, nous ne pourrons pas faire l'enquête, donc il vaudrait mieux y aller quand il y a peu de pluie.
Femme
でも寒い時は大変よね。
Mais ce serait difficile quand il fait froid.
Homme
かといって暑いのもつらいだろう。
Et d'un autre côté, la chaleur serait pénible aussi.
Femme
そうね。じゃ、雨があまり多くなくて、暑くも寒くもないというような…
Oui. Alors, ce serait un moment où il n'y a pas trop de pluie, et où il ne fait ni chaud, ni froid...
Question
調査に行くのはいつごろいいですか。
Quand serait-il le meilleur moment pour aller faire l'enquête/le relevé ?

2. L'Explication et les Conditions Idéales
La question est : Quand serait-il le meilleur moment pour aller faire l'enquête ?
La femme et l'homme définissent ensemble les trois conditions idéales en s'appuyant sur l'interprétation du graphique (même si nous ne le voyons pas) :
Précipitations (降水量 - Kōsui-ryō) : Doivent être faibles (雨が少ない時 - ame ga sukunai toki). L'enquête ne peut pas être faite sous la pluie.
Température (気温 - Kion) : Ne doit pas être froide (寒い時は大変 - samui toki wa taihen).
Température (suite) : Ne doit pas être chaude (暑いのもつらい - atsui no mo tsurai).
L'homme et la femme s'accordent sur : 雨があまり多くなくて、暑くも寒くもない (Il n'y a pas trop de pluie, et il ne fait ni chaud, ni froid).
Pour répondre à cette question (qui est un exercice de compréhension orale, pas de recherche de données externes), vous devriez logiquement chercher sur le graphique (qui manque ici) la période qui correspond au printemps ou à l'automne, périodes de transition.
Au Japon, ces conditions correspondent généralement à la période de fin du printemps/début de l'été (juste avant la saison des pluies, tsuyu), ou l'automne (après la saison des pluies et les fortes chaleurs).
Si cet exercice était accompagné d'un graphique typique du climat japonais, la réponse serait : mai (mai) ou octobre (ju) / début novembre (jūichi-gatsu shojun).

Avez-vous besoin de moi pour traduire ou expliquer le script d'écoute numéro 9 ?
";1991_N3_8.jpg;
1991;N2;************************************************************************************;;A;B;C;D;************************************************************************************;Pas d’image;
1991;N2;"聴解スクリプト： 1番 女の人が冷蔵庫を買いました。いつ冷蔵庫を届けてもらいますか。 
女：この冷蔵庫、届けていただけます？ 
男：かしこまりました。 
女：いつになるか しら。 
男：たぶん来週の火曜日の午後になると思いますが。 
女：あら、それは困るわ。火曜日は出かけてるから、月曜日にならない？
男：月曜日はちょ っと、水曜日か木曜日でしたら。 
女：じゃ、早いほうがいいわ。 
男：かしこまりました。 

いつ冷蔵庫を届けてもらいますか。 

1. 月曜日です。 
2. 火曜日で す。 
3. 水曜日です。 
4. 木曜日です。 ";;A;B;C;D;"
Titre
聴解スクリプト： 1番 女の人が冷蔵庫を買いました。いつ冷蔵庫を届けてもらいますか。
Script d'écoute : Numéro 1 Une femme a acheté un réfrigérateur. Quand va-t-elle se faire livrer le réfrigérateur ?
Femme
この冷蔵庫、届けていただけます？
Pourriez-vous me livrer ce réfrigérateur ?
Homme
かしこまりました。
J'ai bien compris.
Femme
いつになるかしら。
Quand cela pourrait-il être ?
Homme
たぶん来週の火曜日の午後になると思いますが。
Ce sera probablement mardi prochain dans l'après-midi.
Femme
あら、それは困るわ。火曜日は出かけてるから、月曜日にならない？
Oh, ça ne m'arrange pas. Je serai absente mardi, ne peut-on pas le faire lundi ?
Homme
月曜日はちょっと、水曜日か木曜日でしたら。
Lundi, c'est un peu difficile. Ce serait possible mercredi ou jeudi.
Femme
じゃ、早いほうがいいわ。
Alors, le plus tôt sera le mieux.
Homme
かしこまりました。
J'ai bien compris.
Question
いつ冷蔵庫を届けてもらいますか。
Quand va-t-elle se faire livrer le réfrigérateur ?

2. Analyse et Détermination de la Réponse
Voici la séquence des propositions et des rejets :
Proposition de l'homme : Mardi (火曜日)
Réaction de la femme : Refus (elle est absente). Elle propose Lundi (月曜日).
Réponse de l'homme à la contre-proposition : Refus pour Lundi (月曜日はちょっと). Il propose Mercredi (水曜日) ou Jeudi (木曜日).
Décision de la femme : Elle choisit l'option la plus rapide : ""le plus tôt sera le mieux"" (早いほうがいい).
Entre Mercredi et Jeudi, Mercredi est la date la plus proche (la plus tôt).
Par conséquent, la livraison aura lieu Mercredi.
3. Choix de la Bonne Réponse
月曜日です。(Lundi)
火曜日です。(Mardi)
水曜日です。(Mercredi) $\leftarrow$ C'est la bonne réponse.
木曜日です。(Jeudi)

Avez-vous un autre script d'écoute à traduire et à expliquer ?
";Pas d’image;
